,order_id,order_status,order_purchase_timestamp,order_approved_at,order_estimated_delivery_date,customer_zip_code_prefix,customer_city,customer_state
44,c24b8b41e6857d59a27f2b150bb669d9,unavailable,2018-03-14 08:45:03,2018-03-15 03:16:17,2018-04-06,96640,rio pardo,RS
45,35dc5c3a87f9e9cf93676b98d4bc35a2,unavailable,2017-02-14 14:26:02,2017-02-14 14:35:22,2017-03-15,31742,belo horizonte,MG
46,30cdf125a8d4f89d00dee4b9af9194ee,unavailable,2017-12-08 15:34:33,2017-12-08 15:52:48,2018-01-12,37490,sao goncalo do sapucai,MG
47,4317fe882d992cda2fb3d51baeb2751c,unavailable,2017-10-07 11:51:46,2017-10-07 12:07:44,2017-11-08,90640,porto alegre,RS
48,0bde826daa0bd10393e958cf5d69dd26,unavailable,2017-02-04 10:28:25,2017-02-07 04:10:23,2017-03-01,13710,tambau,SP
49,3438960569bf3e42fa63f8e7bab0ac03,unavailable,2018-08-02 15:28:32,2018-08-02 15:43:56,2018-08-10,18085,sorocaba,SP
50,12e5a909c18964acada1ce9a760d9afe,unavailable,2017-03-23 23:41:40,2017-03-24 15:05:33,2017-04-12,1206,sao paulo,SP
51,ad0f5b61c49281e7ccac5a986968f347,unavailable,2018-07-24 09:26:34,2018-07-25 04:10:09,2018-08-03,7704,caieiras,SP
52,127f8f54e84665683a3c9bde5b3e768c,unavailable,2018-02-08 18:26:32,2018-02-08 19:01:40,2018-03-06,5503,sao paulo,SP
53,d200a7526c6d29e8c2742a0bff8cff14,unavailable,2017-05-04 15:19:42,2017-05-06 02:15:13,2017-05-29,28470,santo antonio de padua,RJ
54,31c6c41e2949f1a20c6f8e60ac17d4fe,unavailable,2017-03-21 23:15:29,2017-03-21 23:15:29,2017-04-10,5794,sao paulo,SP
55,648637c544f762334d4ce9bbe88ebe21,unavailable,2017-11-09 22:40:17,2017-11-09 22:50:29,2017-11-29,9351,maua,SP
56,8347204e1ae41b2ad30899fa41a0a889,unavailable,2017-03-03 23:49:03,2017-03-04 01:33:07,2017-03-22,32070,contagem,MG
57,6178d892fe5eef77fb756aed59b758bd,unavailable,2018-01-15 14:08:28,2018-01-15 14:19:28,2018-02-07,15400,olimpia,SP
58,feae5ecdf2cc16c1007741be785fe3cd,unavailable,2017-11-11 16:41:06,2017-11-11 16:56:15,2017-11-27,6803,embu das artes,SP
59,996316cf1b7d0bf4a95a9b5f81d7f22a,unavailable,2017-09-25 21:50:25,2017-09-27 02:49:19,2017-10-10,91540,porto alegre,RS
60,e744792a1abc89d92d36e086697eaf97,unavailable,2017-03-06 21:28:55,2017-03-08 03:30:17,2017-03-29,95680,canela,RS
61,4ffaf2cdcc432ea3cd8ae0ab7a789cb0,unavailable,2018-01-30 10:25:41,2018-01-30 10:55:52,2018-02-20,1258,sao paulo,SP
62,04770bff63a120fbf0eea1f62b84f8f0,unavailable,2017-02-01 21:07:12,2017-02-01 21:15:18,2017-03-10,30770,belo horizonte,MG
63,a91fed0c79559403d648c1161a2d8500,unavailable,2017-10-30 11:46:41,2017-10-30 12:06:58,2017-11-10,4457,sao paulo,SP
64,97b22dcad89f4916db427544e655d1b2,unavailable,2017-05-15 10:57:13,2017-05-17 04:02:11,2017-05-24,1227,sao paulo,SP
65,d7a2d4a7a03831ac687a53e339593570,unavailable,2017-03-03 18:15:37,2017-03-03 18:25:18,2017-03-29,20271,rio de janeiro,RJ
66,629a524cbbd0a42a04f87ad39648d4ca,unavailable,2018-07-12 20:26:19,2018-07-13 20:25:14,2018-08-08,9840,sao bernardo do campo,SP
67,bac8ca7a0aea7f37457fb19140d2c5fb,unavailable,2018-01-04 11:42:53,2018-01-04 15:27:22,2018-01-22,20230,rio de janeiro,RJ
68,68664ce4c84bcf1e6682d90992c7504d,unavailable,2018-03-01 09:33:06,2018-03-01 09:56:03,2018-03-15,40760,salvador,BA
69,ecb1a8e8b5c6316fe7891f7b556fee28,unavailable,2017-02-07 00:18:03,2017-02-08 03:25:31,2017-03-16,4425,sao paulo,SP
70,3859aef969659dcc5439967f8ffbbc07,unavailable,2017-07-12 08:13:51,2017-07-13 07:23:36,2017-08-03,27274,volta redonda,RJ
71,92acd9b1e9af0117eee9aa972e0a4841,unavailable,2017-11-22 20:57:12,2017-11-22 21:07:31,2017-12-13,33200,vespasiano,MG
72,7533138abe254f5d3856101e4a21e5f2,unavailable,2017-11-17 19:42:36,2017-11-17 20:35:41,2017-11-30,11040,santos,SP
73,607cf95d7f8a8c1590f421fecdf0d95c,unavailable,2017-11-15 18:34:26,2017-11-15 18:50:35,2017-12-12,89580,fraiburgo,SC
74,45daa18f4e3e34c727128f6a775fff95,unavailable,2018-01-07 13:49:11,2018-01-07 13:57:21,2018-02-05,36730,pirapetinga,MG
75,6338011716bfe53b960847be47479662,unavailable,2017-11-16 12:28:25,2017-11-16 12:56:02,2017-11-29,13842,mogi-guacu,SP
76,90e258ad907d8401c4f1107ea9e55f1b,unavailable,2017-09-25 16:03:27,2017-09-25 16:15:19,2017-10-31,77020,palmas,TO
77,4ffd41fadb59bd398d869be78f1b2be3,unavailable,2018-03-26 09:37:59,2018-03-26 21:47:35,2018-04-10,5438,sao paulo,SP
78,62492d216bd7ca39cab1f24109b6bfd7,unavailable,2017-11-05 08:26:50,2017-11-09 16:07:14,2017-11-30,30180,belo horizonte,MG
79,2636a02ee7de9590df86a4c24b739c49,unavailable,2017-06-29 09:10:37,2017-06-30 09:23:08,2017-07-27,29780,sao gabriel da palha,ES
80,8603de8fb5551ed7faf81d2a31b8bf0e,unavailable,2017-06-11 17:40:22,2017-06-11 17:55:17,2017-07-05,5857,sao paulo,SP
81,a6f980db92567852107fe54fa64726f2,unavailable,2017-10-28 10:33:24,2017-10-28 10:45:51,2017-11-24,45003,vitoria da conquista,BA
82,208edba34ba9cf8d8f603672e1966b75,unavailable,2017-05-08 17:41:44,2017-05-13 20:32:52,2017-06-06,96200,rio grande,RS
83,c038b4c610ae79ae8e3d191f7293fbae,unavailable,2017-02-01 13:56:13,2017-02-02 02:41:20,2017-03-01,18530,tiete,SP
84,294b367987f073eb316ecef17f1078a0,unavailable,2017-09-22 10:00:20,2017-09-22 10:15:10,2017-10-19,88132,palhoca,SC
85,ebcb685bc1704615fc22e5a0b73f2dc7,unavailable,2017-05-24 19:10:03,2017-05-26 02:35:26,2017-06-13,3568,sao paulo,SP
86,9566b36fbba7756a79b5d2cba4e058d9,unavailable,2017-07-10 16:47:00,2017-07-13 10:04:11,2017-07-21,13015,campinas,SP
87,498081e5523106ea57b698fb881fb1c8,unavailable,2017-05-16 17:26:24,2017-05-16 17:35:18,2017-06-09,13083,campinas,SP
88,2c44ef48e157c9a43e9998da9a3248bd,unavailable,2017-07-17 15:43:37,2017-07-18 06:35:14,2017-08-18,76962,cacoal,RO
89,0e64b89242bbb62b8ea29c57fc8073fb,unavailable,2017-11-23 10:53:08,2017-11-23 11:08:21,2017-12-20,13060,campinas,SP
90,e2a5a9157ae607d38cdb1593f74c0686,unavailable,2017-11-24 13:40:14,2017-11-24 16:16:30,2017-12-13,13416,piracicaba,SP
91,8ad27f298f11ab1248784468b3fa24e0,unavailable,2018-05-07 15:27:22,2018-05-09 04:31:31,2018-05-24,37410,tres coracoes,MG
92,03227bf7c543bbee4efa38bb6c6763c8,unavailable,2017-09-08 17:57:39,2017-09-08 18:15:20,2017-09-25,13214,jundiai,SP
93,9a209e12ca9ee385ad1ce1510ecfd6fc,unavailable,2018-05-12 16:03:28,2018-05-15 04:15:20,2018-05-29,2927,sao paulo,SP
94,9a8fb2a3a77dab1c301506cd5af2e845,unavailable,2017-07-26 08:37:07,2017-07-26 08:50:16,2017-08-08,7085,guarulhos,SP
95,5837a2c844decae8a778657425f6d664,unavailable,2017-07-17 22:11:13,2017-07-17 22:23:46,2017-08-17,4045,sao paulo,SP
96,0cafd6a7576a6aae0f891008a87f1546,unavailable,2017-01-20 10:31:53,2017-01-20 10:45:12,2017-02-22,30380,belo horizonte,MG
97,2ddc0120a9ee5d965a08b68f6a3e2885,unavailable,2017-09-24 00:24:28,2017-09-26 03:28:33,2017-10-10,13472,americana,SP
98,aeef968fdf13e92d3b80306d114ed681,unavailable,2017-03-02 13:39:49,2017-03-02 13:50:19,2017-03-21,11800,juquia,SP
99,084d2c70d33f8b9a1e21393471844591,unavailable,2017-05-16 21:56:29,2017-05-16 22:05:12,2017-06-05,13500,rio claro,SP
100,60260cf275316912451558bb743bbfc7,unavailable,2017-06-27 10:51:39,2017-06-27 11:11:16,2017-07-17,12530,cunha,SP
101,08ea65e91550ee222548404d16eb06b4,unavailable,2017-11-14 23:59:15,2017-11-17 04:15:38,2017-12-04,88085,florianopolis,SC
102,a0c1b0545665f839199e53177bc639f7,unavailable,2017-11-23 23:03:25,2017-11-24 00:09:29,2017-12-15,80630,curitiba,PR
103,8c0ba0ee5bf1417ede40de0a3621f727,unavailable,2017-09-29 13:23:03,2017-09-29 13:35:21,2017-10-17,6401,barueri,SP
104,e7e4ea34d176d9efab560f0db16925fb,unavailable,2017-11-30 06:57:07,2017-11-30 07:16:58,2017-12-18,3530,sao paulo,SP
105,151e44f3dd461fe0838b6f59f884749f,unavailable,2018-02-22 16:06:11,2018-02-24 02:55:40,2018-03-19,37478,soledade de minas,MG
106,8c8527960c6b98fe66936cff2603d394,unavailable,2017-07-03 09:12:25,2017-07-03 09:25:11,2017-07-14,21021,rio de janeiro,RJ
107,64a58e424494f1f8ed5895885b9dfe16,unavailable,2017-10-23 13:19:27,2017-10-23 13:28:24,2017-11-03,11443,guaruja,SP
108,569d43a54c364df5b367ab33e96eacf0,unavailable,2017-10-31 08:50:06,2017-10-31 09:06:23,2017-11-08,9725,sao bernardo do campo,SP
109,6d928ae5792f61a71bb3e3e528bf4a28,unavailable,2017-05-06 14:18:42,2017-05-06 14:25:22,2017-06-02,79051,campo grande,MS
110,95251874fe384d74df990ccb85bea4ab,unavailable,2017-07-05 13:55:19,2017-07-05 17:38:16,2017-08-10,14091,ribeirao preto,SP
111,6a30e349ceba14fcd64f13c3fd62aed3,unavailable,2018-03-10 01:56:16,2018-03-10 02:09:37,2018-04-12,6786,taboao da serra,SP
112,c47e4de55f6735f7ddc4c6026769d569,unavailable,2018-02-28 17:29:34,2018-02-28 17:49:45,2018-03-13,6786,taboao da serra,SP
113,f0f94b7c7548150f33f5d9e7597d396f,unavailable,2018-05-25 19:17:35,2018-05-25 19:38:35,2018-06-19,9972,diadema,SP
114,b4ec6d93789e37e779f86f3b7a9982e5,unavailable,2017-10-10 09:25:47,2017-10-10 09:35:32,2017-10-30,70077,brasilia,DF
115,752c0993c4993edea8eac33fda648244,unavailable,2017-11-22 13:44:56,2017-11-22 13:53:30,2017-12-04,13321,salto,SP
116,23fdd0e16ad79ceab4e5f407772d64fa,unavailable,2017-03-20 15:29:38,2017-03-20 15:29:38,2017-04-19,60192,fortaleza,CE
117,d8198b1933966d7baf7a7d758bdde142,unavailable,2017-08-09 13:34:56,2017-08-11 04:30:25,2017-08-29,11065,santos,SP
118,ca9d82b594244464dddfac0959180268,unavailable,2017-08-09 12:26:30,2017-08-11 04:26:11,2017-09-13,3210,sao paulo,SP
119,a84212c880e5635e2a0888ba25c027c7,unavailable,2018-05-11 15:25:59,2018-05-11 15:38:11,2018-05-24,4001,sao paulo,SP
120,940018724d5c0c1847f642dc1d8d0ea2,unavailable,2018-04-19 14:23:49,2018-04-19 14:35:41,2018-04-27,9732,sao bernardo do campo,SP
121,e9f308c243d53135de5a481bf3a9cb86,unavailable,2018-02-10 11:14:30,2018-02-11 11:10:23,2018-02-26,4116,sao paulo,SP
122,eb3c2af8fb549b98c453e7bfb641da91,unavailable,2017-05-09 09:37:25,2017-05-09 09:55:25,2017-06-05,35500,divinopolis,MG
123,60d7d8686099e4682199966963c66ae2,unavailable,2018-07-13 09:24:40,2018-07-14 04:43:54,2018-08-10,18400,itapeva,SP
124,a3beebf1efa956ba70cf01a80c483367,unavailable,2017-10-12 15:15:50,2017-10-12 15:28:10,2017-11-06,37704,pocos de caldas,MG
125,ad9a8214948a5bbd4fa03af2ea598a20,unavailable,2017-05-07 21:27:38,2017-05-07 21:42:10,2017-05-31,89730,alto bela vista,SC
126,1a41f24ba682e06e82dd1ce5f77b6f5e,unavailable,2017-07-09 13:28:08,2017-07-09 13:42:51,2017-07-21,5438,sao paulo,SP
127,7c496cea7613c2efe6033e93e573347f,unavailable,2017-11-23 19:46:09,2017-11-23 21:39:27,2017-12-14,37701,pocos de caldas,MG
128,52dfaf3e430903d40571c0eb44d324b5,unavailable,2017-02-16 20:55:53,2017-02-16 21:05:16,2017-03-15,4545,sao paulo,SP
129,2c885b285dce307562d7f4caae89c6dc,unavailable,2017-09-07 07:46:20,2017-09-07 08:03:28,2017-09-26,19907,ourinhos,SP
130,61839bad7238b99a645d22f47028722c,unavailable,2017-10-06 20:05:06,2017-10-06 20:25:23,2017-10-24,12914,braganca paulista,SP
131,4a5cf649e3eb500fc079aace5f03583e,unavailable,2018-03-05 14:37:40,2018-03-05 14:55:39,2018-03-28,36680,sao joao nepomuceno,MG
132,1770ee9dc600eccda7bfb6c56562b91d,unavailable,2017-08-22 19:54:54,2017-08-22 20:06:18,2017-09-27,74353,goiania,GO
133,d6bf93d827293f0b9a1582be0719a1e3,unavailable,2017-09-20 17:48:30,2017-09-20 18:05:47,2017-10-25,38779,brasilandia de minas,MG
134,b210c676cae65f95f7e08a49d195e1a1,unavailable,2017-07-21 14:40:21,2017-07-21 14:55:15,2017-08-16,35603,araujos,MG
135,b4ef4b05fef13db5a94b0ccd497c521c,unavailable,2018-07-12 09:41:54,2018-07-12 09:50:20,2018-08-01,37950,sao sebastiao do paraiso,MG
136,5ae7a6fa175ab7b180b6c0142e5466e9,unavailable,2017-02-03 16:08:21,2017-02-03 16:21:39,2017-03-14,86220,assai,PR
137,5034308872e3b0e7c30ab14859feef53,unavailable,2018-01-18 17:41:34,2018-01-18 17:54:08,2018-02-09,31155,belo horizonte,MG
138,798738fb83403d78d10892ac46cf8065,unavailable,2018-01-24 18:44:14,2018-01-24 18:56:24,2018-02-08,13467,americana,SP
139,736dca37c6d52d16556556bdd7d208ff,unavailable,2017-12-04 13:01:38,2017-12-04 16:33:17,2017-12-20,20511,rio de janeiro,RJ
140,f1ee3463a2c0ddd328a63ac9db6af746,unavailable,2018-03-15 19:08:52,2018-03-17 02:55:36,2018-04-04,6767,taboao da serra,SP
141,294bc47f2c556ebbec32a74c4811efd5,unavailable,2018-02-26 21:32:49,2018-02-26 22:08:40,2018-03-21,36660,alem paraiba,MG
142,232674aa2334edfdd9c2dbe346291712,unavailable,2017-11-09 23:51:34,2017-11-13 20:07:20,2017-11-23,7263,guarulhos,SP
143,dd1341091b6a6b619079944b4aa45eb7,unavailable,2017-09-23 11:36:05,2017-09-26 04:14:15,2017-10-10,6385,carapicuiba,SP
144,410d704bdcbe2893fd5ad73fe8166f43,unavailable,2017-12-10 15:25:51,2017-12-10 15:32:40,2018-01-04,12081,taubate,SP
145,b6d6730512437da0a234e99ea7885212,unavailable,2017-09-04 09:44:46,2017-09-05 08:33:58,2017-09-21,17207,jau,SP
146,df8c077268f7f3baaac0892eb3143642,unavailable,2017-02-01 00:04:17,2017-02-01 00:30:55,2017-03-10,16011,aracatuba,SP
147,fa5dc4c3b8326a0da88dc49b20e0ed27,unavailable,2017-11-17 20:08:03,2017-11-21 05:09:15,2017-12-06,22713,rio de janeiro,RJ
148,930f7f40db5f938e56fbc1bdcd1bb28b,unavailable,2018-02-16 20:04:22,2018-02-16 20:10:31,2018-03-13,9844,sao bernardo do campo,SP
149,f87f3a5e91df877dc36b65fb69ff2465,unavailable,2018-07-30 21:49:41,2018-07-30 22:24:21,2018-08-10,13060,campinas,SP
150,9bc5c73ed95bec088ff04d924946fa45,unavailable,2018-01-14 21:32:20,2018-01-14 21:49:19,2018-01-30,7791,cajamar,SP
151,b837d07aca063bfa379766bb6740fdf9,unavailable,2018-05-06 20:12:33,2018-05-07 09:56:42,2018-05-30,13225,varzea paulista,SP
152,4a0d049ee6c82b3348a21bb211c0a44d,unavailable,2017-06-07 09:53:30,2017-06-07 10:05:15,2017-06-28,19400,presidente venceslau,SP
153,115b01b1f77f0e02812425b6f5cd8f2f,unavailable,2018-01-19 00:08:45,2018-01-19 00:36:45,2018-02-16,5052,sao paulo,SP
154,0990477f1481cdf40c00d57bb13a1c9b,unavailable,2017-04-20 19:01:56,2017-04-25 08:22:57,2017-05-16,13450,santa barbara d oeste,SP
155,842784b3b697f1dbb51781a20352709a,unavailable,2017-09-05 17:32:12,2017-09-05 17:47:26,2017-09-26,6602,jandira,SP
156,2c9c2c96702997c879d75f927b76165e,unavailable,2017-09-24 10:45:10,2017-09-24 10:55:08,2017-10-27,39850,ataleia,MG
157,47bd649b812fd8ecc28320c466974088,unavailable,2017-11-27 10:50:08,2017-11-27 19:18:56,2017-12-26,30130,belo horizonte,MG
158,fcfe1ea18aae8ae4a08253fd4060a763,unavailable,2017-02-11 10:36:04,2017-02-15 11:32:29,2017-03-10,38400,uberlandia,MG
159,b87fe28d8d70119601f63b7b131e7af0,unavailable,2017-04-01 16:47:25,2017-04-01 17:02:27,2017-04-25,5874,sao paulo,SP
160,03d1edbd314ca7682ec0f3e67d3763e2,unavailable,2017-06-29 20:04:14,2017-06-29 20:23:48,2017-07-12,9642,sao bernardo do campo,SP
161,00bca4adac549020c1273714d04d0208,unavailable,2017-02-14 14:49:29,2017-02-14 15:03:38,2017-03-13,13090,campinas,SP
162,cdf36cd4632fe33085adec5cf3d6b306,unavailable,2017-02-25 20:20:04,2017-02-25 20:30:20,2017-03-31,32900,igarape,MG
163,2e935fa1d39497aa0ec3f1107fbfb5b8,unavailable,2017-09-29 14:07:03,2017-10-03 06:34:13,2017-10-24,6172,osasco,SP
164,a2621d414c9c28d85816bbc9f2e8980d,unavailable,2017-09-22 15:42:18,2017-09-22 15:50:15,2017-10-19,36900,manhuacu,MG
165,85fc293d3e0bf416c547c15d991e096a,unavailable,2017-12-07 20:38:53,2017-12-09 20:33:27,2017-12-26,23042,rio de janeiro,RJ
166,30945faa37e8264ea2815f7bf799adf0,unavailable,2017-01-31 11:40:55,2017-01-31 11:55:20,2017-03-02,29018,vitoria,ES
167,ec60e48662eb9eaf9ae685a3afa56518,unavailable,2018-02-21 09:55:14,2018-02-21 12:05:38,2018-03-13,18136,sao roque,SP
168,08ee9c1b1da47ffd2a7c7163aa134b16,unavailable,2017-08-04 21:47:44,2017-08-04 22:04:51,2017-09-06,28893,rio das ostras,RJ
169,f5e0327c97a90df59977a815f6e4453c,unavailable,2017-12-06 14:39:11,2017-12-06 14:52:17,2018-01-03,29930,sao mateus,ES
170,7aec7711c4f60453a59bf2f85d18187f,unavailable,2017-10-11 10:40:41,2017-10-12 02:30:54,2017-10-30,38400,uberlandia,MG
171,db62e0a0d6c8476c079bda2174228551,unavailable,2018-08-02 12:05:49,2018-08-03 12:04:54,2018-08-07,5356,sao paulo,SP
172,a229af912d66e534353b1fa59daef44b,unavailable,2017-10-27 10:04:29,2017-10-27 10:31:06,2017-11-22,11673,caraguatatuba,SP
173,a3777b94ef07749f031ade4ae824ddb2,unavailable,2017-05-30 20:06:02,2017-05-31 06:45:24,2017-06-28,45078,vitoria da conquista,BA
174,d9f0325894bf21440caaed1e42006eaa,unavailable,2017-11-12 12:20:04,2017-11-12 12:35:21,2017-11-27,7092,guarulhos,SP
175,61bc37c42c68767e75243b8c2061f5aa,unavailable,2018-01-11 15:07:19,2018-01-12 14:57:24,2018-01-31,1012,sao paulo,SP
176,abfacef50a27d7cea3f2c7aa60c08245,unavailable,2017-09-29 13:55:25,2017-09-30 02:36:26,2017-10-25,86010,londrina,PR
177,1ddedd282e921efe5e3e931f5a1369d9,unavailable,2017-05-25 23:08:04,2017-05-25 23:22:35,2017-06-19,36976,alto jequitiba,MG
178,e3911e9d71dfe83390a806612556c49b,unavailable,2017-11-13 17:35:24,2017-11-15 02:55:49,2017-12-04,30190,belo horizonte,MG
179,df2f177b04bac67798590bc71213dcc2,unavailable,2017-11-17 15:29:22,2017-11-18 15:35:28,2017-11-30,6775,taboao da serra,SP
180,19d3484384a0e1eef23357b8c193bd86,unavailable,2017-11-02 22:33:01,2017-11-02 22:45:54,2017-11-23,8465,sao paulo,SP
181,29557adf1f00504612cbebf82c843d77,unavailable,2017-04-22 16:14:48,2017-04-27 23:33:37,2017-05-15,21321,rio de janeiro,RJ
182,cfce0ad0c924cecbe5fde10535420084,unavailable,2017-05-07 20:39:35,2017-05-07 20:55:20,2017-06-12,76812,porto velho,RO
183,869eb48662057e0341d47dae5334b693,unavailable,2017-10-31 22:14:54,2017-10-31 22:26:11,2017-11-23,33110,santa luzia,MG
184,845f40bea2ead3894b6d95b621e108c0,unavailable,2017-02-06 20:27:06,2017-02-06 20:35:18,2017-03-07,7021,guarulhos,SP
185,0b398dbb3e7c81005f3c69b01488c4c9,unavailable,2017-09-27 20:51:53,2017-09-27 21:07:13,2017-10-24,83005,sao jose dos pinhais,PR
