,order_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_estimated_delivery_date,customer_zip_code_prefix,customer_city,customer_state
48,75213e459cfe44a61c496c864e0a8c63,shipped,2017-11-23 22:44:09,2017-11-23 22:54:34,2017-11-30 16:37:13,2017-12-15,24431,sao goncalo,RJ
49,30a461491fa262d5d6321e3194bbb452,shipped,2018-04-26 11:30:58,2018-04-26 11:53:12,2018-04-27 14:55:00,2018-05-17,26250,nova iguacu,RJ
50,0b4aab4ef70208498663141571f68116,shipped,2018-03-08 11:17:00,2018-03-08 11:25:30,2018-03-13 15:04:38,2018-04-16,22450,rio de janeiro,RJ
51,b2bc998b56f86f7a3ef8b749c17506e1,shipped,2018-06-19 20:01:02,2018-06-19 20:16:32,2018-06-20 16:23:00,2018-07-20,49042,aracaju,SE
52,0ad3fdda3076a1be91b13c89f2049266,shipped,2017-08-04 13:36:21,2017-08-04 13:45:16,2017-08-07 20:42:23,2017-09-08,50610,recife,PE
53,b704eaf4ae9e9716ead0088db45a9b40,shipped,2018-04-21 23:22:17,2018-04-24 18:57:06,2018-04-25 12:38:00,2018-05-14,18604,botucatu,SP
54,ef0beb334211d552bb4bbb9b43e60248,shipped,2018-07-30 19:57:21,2018-07-30 20:10:21,2018-07-31 15:08:00,2018-08-13,20251,rio de janeiro,RJ
55,2e7a8482f6fb09756ca50c10d7bfc047,shipped,2016-09-04 21:15:19,2016-10-07 13:18:03,2016-10-18 13:14:51,2016-10-20,69309,boa vista,RR
56,d7883c9f072902eba8f3b8af350976bb,shipped,2018-02-28 22:26:55,2018-03-03 02:50:51,2018-03-08 12:59:31,2018-03-20,13360,capivari,SP
57,05a71c571d4602a72418b73366543cd9,shipped,2017-08-18 21:38:07,2017-08-18 21:55:06,2017-08-24 13:23:33,2017-09-20,22610,rio de janeiro,RJ
58,18f1f69eead979dddab0c5fda4df6a16,shipped,2018-03-11 23:39:29,2018-03-11 23:45:37,2018-03-13 01:48:19,2018-04-13,22765,rio de janeiro,RJ
59,5bbe496e9e32884e4f0260f1b6bd6c3d,shipped,2017-07-06 14:42:02,2017-07-06 14:55:21,2017-07-07 12:04:44,2017-07-28,14781,barretos,SP
60,e88c89f6e503fc7445b55278cc926d47,shipped,2018-04-16 22:51:31,2018-04-17 05:55:44,2018-04-17 22:42:54,2018-05-03,5423,sao paulo,SP
61,ae86dbc1549b4c0cb00dc0ea909fc6d2,shipped,2017-06-24 00:58:39,2017-06-24 01:05:08,2017-06-26 15:23:24,2017-07-20,2977,sao paulo,SP
62,b32b3375c9aee9e103b0c8ef64af9087,shipped,2017-11-24 11:54:58,2017-11-24 14:37:09,2017-11-28 18:06:50,2017-12-08,4851,sao paulo,SP
63,297a6cbb707aabf7bf2fd71dca333168,shipped,2018-01-25 09:44:05,2018-01-25 09:52:59,2018-01-25 18:12:27,2018-02-20,23087,rio de janeiro,RJ
64,2d87139784a415f78f9735efcf693157,shipped,2017-09-13 00:33:15,2017-09-13 00:50:53,2017-09-14 21:44:24,2017-10-02,22753,rio de janeiro,RJ
65,84cee5c1b66cfc2dcb7c7834e7169246,shipped,2017-03-08 17:42:59,2017-03-08 17:42:59,2017-03-09 10:34:11,2017-04-06,45836,itamaraju,BA
66,10ac3b593f06e0dd6b38a53821c1d497,shipped,2017-01-29 11:18:22,2017-01-29 11:31:25,2017-01-30 09:38:35,2017-03-09,48903,juazeiro,BA
67,bb82d1c94323c38a3d8124414a6a5ca5,shipped,2017-07-30 17:09:00,2017-08-02 02:34:10,2017-08-07 12:32:08,2017-08-30,23092,rio de janeiro,RJ
68,fab521689278ba031dbcb0dadb19207e,shipped,2018-02-11 10:30:45,2018-02-11 10:48:21,2018-02-14 19:16:04,2018-03-06,22790,rio de janeiro,RJ
69,b2c72ea40cb81ddf115a20b5e8fd1618,shipped,2017-06-20 16:13:13,2017-06-20 16:25:18,2017-06-21 18:22:17,2017-07-12,8255,sao paulo,SP
70,511d690ed216be4320cc7ad3174a2292,shipped,2017-12-14 11:51:34,2017-12-15 15:35:20,2017-12-18 18:21:52,2018-01-09,20910,rio de janeiro,RJ
71,30cd92bf673cad5ee8cbc69432e5b951,shipped,2017-10-21 14:06:50,2017-10-21 14:25:58,2017-10-23 22:34:07,2017-11-14,36844,tombos,MG
72,c7a9de0ea61229818bdab21f76b0e804,shipped,2017-11-25 19:48:52,2017-11-25 19:56:30,2017-11-27 23:20:55,2017-12-19,4537,sao paulo,SP
73,10b26ae59835a2a63aa53e2da4ebefa9,shipped,2017-05-05 23:41:13,2017-05-05 23:50:14,2017-05-10 09:16:59,2017-06-06,20541,rio de janeiro,RJ
74,6d37c6659de0183777f4035151bd508a,shipped,2018-03-15 20:43:34,2018-03-15 20:56:01,2018-03-16 20:37:48,2018-04-17,22713,rio de janeiro,RJ
75,48aa8c19814f76592f8bd0e7b8f604c8,shipped,2017-08-24 15:42:04,2017-08-25 02:56:09,2017-08-28 19:17:30,2017-09-18,71730,brasilia,DF
76,470149d85d7b770af90504d4a5d06f38,shipped,2018-04-06 15:18:21,2018-04-09 14:10:26,2018-04-11 18:44:37,2018-05-04,41603,salvador,BA
77,28b219f462742fe93f57a52d18b67612,shipped,2017-09-28 12:19:33,2017-09-30 02:28:31,2017-10-04 22:46:27,2017-10-26,41339,salvador,BA
78,1b76802b72eb5517c97481ee2f7b7037,shipped,2017-02-08 08:48:43,2017-02-08 08:55:11,2017-03-14 11:00:52,2017-03-10,21073,rio de janeiro,RJ
79,4ab2f2ac4c50d1a98dab6d9541a633ee,shipped,2018-04-05 18:08:37,2018-04-05 18:50:14,2018-04-10 19:28:36,2018-05-17,22790,rio de janeiro,RJ
80,295d49e8efc4fcc47de84a52d74d37a3,shipped,2017-03-28 15:18:27,2017-03-28 18:05:29,2017-03-29 09:33:34,2017-04-20,13735,mococa,SP
81,8f6d8ee78537f5977e5b70a12761403b,shipped,2017-06-04 12:58:18,2017-06-04 13:05:23,2017-06-06 10:23:53,2017-06-19,6768,taboao da serra,SP
82,2a5509f085830eb1ed8de4678769c2ab,shipped,2017-08-24 12:23:11,2017-08-24 12:30:19,2017-08-24 17:52:18,2017-09-06,2983,sao paulo,SP
83,31b82ff746d73aeab9bc070c10156273,shipped,2018-05-09 15:28:19,2018-05-09 15:51:25,2018-05-10 12:07:00,2018-05-17,2928,sao paulo,SP
84,0c5a9096edbc36c60badeda355d91e19,shipped,2017-11-22 12:19:17,2017-11-24 03:09:52,2017-11-30 16:45:41,2017-12-13,41250,salvador,BA
85,b0f7f772e95fb0f8845c40700290a813,shipped,2018-03-16 19:19:49,2018-03-16 19:30:35,2018-03-20 23:16:18,2018-04-09,35560,santo antonio do monte,MG
86,57a71dc8e0df243b9c6c26ffb4cdaea4,shipped,2017-11-19 20:18:54,2017-11-21 04:06:22,2017-11-22 17:44:49,2017-12-19,96180,camaqua,RS
87,f0a2783007ba2c431132d38c7642d5c9,shipped,2018-04-17 11:10:00,2018-04-17 12:15:22,2018-04-18 14:08:41,2018-05-15,95084,caxias do sul,RS
88,d3643399509c4df2d897ac4321bd6339,shipped,2018-03-27 16:28:50,2018-03-28 15:47:12,2018-03-29 23:14:19,2018-04-20,57041,maceio,AL
89,4ecddf4ce273e32faaf71a4a8ed4676e,shipped,2018-06-16 19:17:47,2018-06-16 19:37:23,2018-06-26 14:34:00,2018-07-20,48970,senhor do bonfim,BA
90,a87ef9e0075f9e9636d1b1f3162aff06,shipped,2018-02-06 18:55:22,2018-02-07 03:10:06,2018-02-09 16:56:52,2018-02-22,32603,betim,MG
91,cb503219f1a73d8a4dfe8561be373c99,shipped,2017-11-25 11:22:09,2017-11-25 11:35:20,2018-01-04 21:41:39,2017-12-21,96600,cangucu,RS
92,a34db9935aad747acfecadbba0bf451f,shipped,2018-01-05 15:30:15,2018-01-05 16:13:28,2018-01-09 15:44:04,2018-02-06,22620,rio de janeiro,RJ
93,80d83b7a6c9a79612f4957850ec91be4,shipped,2018-03-09 16:54:10,2018-03-09 17:11:01,2018-03-13 20:51:56,2018-04-19,22793,rio de janeiro,RJ
94,f04ef4843992cd6ef01922a4649f3859,shipped,2017-04-17 22:30:51,2017-04-17 22:45:15,2017-04-18 15:06:35,2017-05-16,74093,goiania,GO
95,bc52ee2d28a015510123067432c70c17,shipped,2017-07-29 19:08:08,2017-07-29 19:23:36,2017-07-31 20:07:06,2017-08-30,40393,salvador,BA
96,ddecef40fd6080d8aeb6d69f92bb1a8b,shipped,2018-04-03 19:19:56,2018-04-04 09:48:40,2018-04-06 00:48:28,2018-04-27,26291,nova iguacu,RJ
97,6f028ccb7d612af251aa442a1fb8b5d0,shipped,2018-08-05 07:21:56,2018-08-05 07:35:08,2018-08-06 13:21:00,2018-08-09,6160,osasco,SP
98,82f71912ce7c7eab50c463a9bc595af6,shipped,2018-04-18 15:28:42,2018-04-18 15:53:32,2018-04-23 20:42:47,2018-05-18,64010,teresina,PI
99,38b1f1d241fb8a17915d58514c912418,shipped,2018-03-08 21:43:11,2018-03-10 11:48:30,2018-03-12 22:54:52,2018-03-29,28970,araruama,RJ
100,f50b9192b9705d537f9593b595da132f,shipped,2018-07-16 14:46:04,2018-07-17 06:41:03,2018-07-18 15:48:00,2018-07-26,13465,americana,SP
101,982fdef4d624e5de5ab3906bee28fba6,shipped,2017-06-23 13:00:47,2017-06-24 14:55:21,2017-06-26 14:56:37,2017-07-06,7950,francisco morato,SP
102,a251837e3fdaf53bc31e35e612cf58be,shipped,2018-01-30 22:38:22,2018-01-30 22:52:50,2018-02-01 18:47:42,2018-02-23,27920,macae,RJ
103,bbb1b6d02445bc2786f24be1f048612f,shipped,2017-05-29 12:07:06,2017-05-30 02:05:08,2017-05-31 10:39:52,2017-06-19,13468,americana,SP
104,04d551f13024f132b86b2fdb707664ed,shipped,2017-05-27 00:14:22,2017-05-27 01:15:22,2017-06-06 13:36:34,2017-06-21,26070,nova iguacu,RJ
105,c1e31d7c0b816af8539eaeee20379889,shipped,2018-05-24 13:19:53,2018-05-25 18:58:30,2018-05-29 12:09:00,2018-06-26,27541,resende,RJ
106,52c1dd5de2f994e2979bb421330763ad,shipped,2017-11-24 19:36:27,2017-11-24 22:55:04,2017-12-01 12:42:21,2017-12-19,71015,brasilia,DF
107,c27a115ea191ed9bad73dac2e0ce82bd,shipped,2017-04-19 12:17:30,2017-04-19 13:06:27,2017-04-19 14:56:02,2017-05-11,35894,dores de guanhaes,MG
108,017c9c82265e832840e4209750680e94,shipped,2018-03-05 18:13:17,2018-03-05 19:00:26,2018-03-08 01:26:56,2018-03-26,27933,macae,RJ
109,b0e444980dd42a83342cc26792e000bc,shipped,2017-04-24 12:27:06,2017-04-24 12:35:26,2017-04-26 10:08:54,2017-05-26,44572,santo antonio de jesus,BA
110,1769cdad44f0f8456b101d679f33c9f1,shipped,2018-03-31 17:22:04,2018-03-31 17:35:08,2018-04-05 00:20:54,2018-05-16,69098,manaus,AM
111,7ff67cebd15afdf4aa5e41c4e190ff74,shipped,2018-03-27 15:43:32,2018-03-27 15:55:18,2018-03-28 20:28:58,2018-04-23,7174,guarulhos,SP
112,4483bebac87f089540f2e5be0a6589f6,shipped,2017-08-18 18:38:54,2017-08-18 18:50:19,2017-08-21 14:13:59,2017-09-12,25245,duque de caxias,RJ
113,ad950ca26cf8bcb793630d2d8652a562,shipped,2018-06-04 14:51:21,2018-06-04 15:11:14,2018-06-07 13:48:00,2018-06-20,2365,sao paulo,SP
114,cbb8c3748ad61bcd4011720d8a58a3a0,shipped,2018-08-17 13:11:13,2018-08-17 14:30:40,2018-08-20 13:41:00,2018-08-29,17560,vera cruz,SP
115,4989d3c937d764f91bf6697dd572f524,shipped,2017-11-22 18:56:10,2017-11-23 11:37:53,2017-11-23 20:33:09,2017-12-14,72860,novo gama,GO
116,749d73f14d7f582a7c7b12894d552da2,shipped,2018-02-14 13:28:09,2018-02-14 13:47:35,2018-02-15 21:34:42,2018-03-07,23025,rio de janeiro,RJ
117,4e01d932d5ce12858a7df7c7074e6d3a,shipped,2017-06-23 20:49:15,2017-06-27 04:03:14,2017-06-29 13:39:49,2017-07-19,27930,macae,RJ
118,60d3a610dc0f2e4967d8d1fc1d5313c8,shipped,2018-03-23 18:31:49,2018-03-26 11:47:58,2018-03-28 22:59:52,2018-04-17,60714,fortaleza,CE
119,af4de21fc01c7d4570f5bcbbb28cbd75,shipped,2018-03-21 09:25:55,2018-03-22 02:50:58,2018-03-22 21:22:09,2018-04-23,20530,rio de janeiro,RJ
120,a50f9f0c6dc14bdf95d5621a5bd6b80b,shipped,2018-02-15 12:10:37,2018-02-15 12:28:11,2018-02-16 16:58:57,2018-03-09,74485,goiania,GO
121,f4dcd6f5120e9e46509a58be9e7462f2,shipped,2018-08-02 16:04:26,2018-08-03 02:50:36,2018-08-03 14:34:00,2018-08-15,90610,porto alegre,RS
122,709757992cd81f180be8b5555ea266f5,shipped,2018-07-23 10:56:16,2018-07-25 04:05:19,2018-07-30 15:48:00,2018-08-15,88020,florianopolis,SC
123,d1292ab43d93a1211d5e3f6589be78af,shipped,2018-02-22 18:00:12,2018-02-22 18:15:22,2018-02-26 21:22:16,2018-03-14,22040,rio de janeiro,RJ
124,135cf1fc795c1f5d5bde462f3bc10c40,shipped,2017-06-21 18:27:41,2017-06-21 19:31:56,2017-06-22 14:11:37,2017-07-12,13220,varzea paulista,SP
125,1f5d62970c5b3cfedc1b2a8d15ffe40d,shipped,2017-01-25 09:21:45,2017-01-25 09:35:10,2017-01-25 17:10:19,2017-02-23,89010,blumenau,SC
126,d4ca24b86fdfe3b7d4d13f19974a2bce,shipped,2017-07-11 21:06:53,2017-07-11 21:43:51,2017-07-18 12:42:41,2017-08-02,30310,belo horizonte,MG
127,a3870b955884ebd4ac62ddb02b2ff255,shipped,2018-06-26 15:19:32,2018-06-26 15:36:26,2018-06-27 11:05:00,2018-07-24,60862,fortaleza,CE
128,1e9c5ca232e1cdb290cb11b20d668c50,shipped,2018-03-07 08:44:41,2018-03-07 08:55:48,2018-03-07 20:59:00,2018-05-02,22780,rio de janeiro,RJ
129,6d9e993faed56b20fe3f762fd8bbf24f,shipped,2018-05-14 10:20:53,2018-05-14 18:15:08,2018-05-15 12:00:00,2018-06-05,51280,recife,PE
130,71d81a35f1b361216ed02aab5d56325c,shipped,2018-01-19 02:49:33,2018-01-19 02:56:18,2018-01-20 00:48:31,2018-02-09,3349,sao paulo,SP
131,f22553f3a2c04eb65ee8f4f8f7371e22,shipped,2018-07-15 16:39:41,2018-07-15 16:50:12,2018-07-16 14:47:00,2018-08-10,45615,buerarema,BA
132,4f54cd2c8e8986790a962e3657390e1d,shipped,2018-06-13 11:47:50,2018-06-13 12:19:53,2018-06-13 14:05:00,2018-07-03,7160,guarulhos,SP
133,7c70f1c05b2c170358a1765511517175,shipped,2017-09-14 14:36:00,2017-09-14 14:50:10,2017-09-15 15:09:26,2017-10-11,60336,fortaleza,CE
134,0fb7e532c96ad6dbfc254b11e9ad816f,shipped,2018-03-08 23:02:32,2018-03-09 17:40:54,2018-03-14 00:51:42,2018-04-02,88133,palhoca,SC
135,fceed72ef6fde5b43c8bcefbdb223edc,shipped,2018-03-29 12:27:47,2018-03-29 12:48:58,2018-04-02 15:29:45,2018-05-07,20750,rio de janeiro,RJ
136,46936461f0c4e3c80b9289ce5fc1682a,shipped,2017-01-08 19:27:22,2017-01-08 19:45:02,2017-01-11 09:34:18,2017-02-21,20250,rio de janeiro,RJ
137,4041bc9d1b1fce0b58abecb8060fab29,shipped,2018-03-05 03:47:11,2018-03-05 04:15:24,2018-03-05 23:23:36,2018-04-03,95690,rolante,RS
138,fc1095da158f0fc66f917a4f7a257183,shipped,2018-03-29 13:03:45,2018-03-30 03:26:51,2018-04-03 17:58:40,2018-04-17,12280,cacapava,SP
139,cf32d57010a44f75a008544d13445ad9,shipped,2018-04-07 13:12:24,2018-04-07 13:28:24,2018-04-10 21:33:25,2018-04-24,9230,santo andre,SP
140,dce5adb99dbd09afb1a7b9a402df9f98,shipped,2018-03-21 13:50:42,2018-03-23 02:10:53,2018-03-23 21:43:54,2018-04-17,78055,cuiaba,MT
141,9ddf4a39b3954edb7d4d84471f3229ea,shipped,2017-10-22 13:52:32,2017-10-22 14:14:15,2017-10-23 21:19:53,2017-11-09,8451,sao paulo,SP
142,3cfd0a41e3256e003a751ae76649b197,shipped,2017-08-19 11:32:04,2017-08-22 04:25:56,2017-08-22 15:08:16,2017-09-13,28020,campos dos goytacazes,RJ
143,30c03e784f1c82b58bdbdf321132067f,shipped,2017-07-16 14:44:13,2017-07-16 14:55:07,2017-07-20 18:03:13,2017-08-08,26030,nova iguacu,RJ
144,34d981c2cff2bb39afd6bb3f424c2173,shipped,2018-06-04 19:34:00,2018-06-05 14:31:47,2018-06-06 15:47:00,2018-07-19,55592,nossa senhora do o,PE
145,7797a381b974bc0ac41437132b2cb19f,shipped,2018-04-17 00:37:46,2018-04-17 00:50:20,2018-04-20 01:18:30,2018-06-01,22621,rio de janeiro,RJ
146,2c78914d7d6e6d7a648d2fcdd67e8c3c,shipped,2017-07-13 09:57:08,2017-07-13 10:05:13,2017-07-14 18:38:53,2017-08-10,88960,sombrio,SC
147,e13713108caa1e5a2604672467aa9d8a,shipped,2018-03-05 19:45:44,2018-03-05 20:09:09,2018-03-10 02:18:24,2018-04-02,46810,utinga,BA
148,aecfda74ec8e7c93765ba62e09a995d2,shipped,2017-05-29 18:59:38,2017-05-29 19:15:12,2017-05-30 11:39:31,2017-06-23,23525,rio de janeiro,RJ
149,8da21fa53a570d0624c7a5d0c14c617a,shipped,2017-06-07 17:02:27,2017-06-07 17:10:20,2017-06-09 12:03:00,2017-06-28,2230,sao paulo,SP
150,2e03cb2541b48c78aebca2dbfb2fc7b8,shipped,2018-05-11 18:24:01,2018-05-11 18:35:20,2018-05-14 15:49:00,2018-06-06,30770,belo horizonte,MG
151,e687c9cd3e2434f95fc04a1b0c6c14d0,shipped,2018-04-18 09:28:00,2018-04-18 09:35:16,2018-04-18 21:56:43,2018-05-21,60822,fortaleza,CE
152,b7bb38752b1d8e0b56a6a0633907e66f,shipped,2017-04-22 11:35:35,2017-04-24 16:45:13,2017-04-25 13:45:05,2017-05-23,57630,belem,AL
153,dc8e7d66422ec37c6fa1cd4f6d29a85a,shipped,2018-07-15 14:03:37,2018-07-15 14:15:14,2018-07-16 15:52:00,2018-08-02,40285,salvador,BA
154,399925b6edb5695cad0f5d06f861f726,shipped,2018-03-11 21:21:10,2018-03-11 21:30:35,2018-03-13 12:14:09,2018-04-06,32241,contagem,MG
155,36863ac8590d8776002418d844275735,shipped,2018-03-11 23:18:37,2018-03-12 23:10:21,2018-03-15 23:12:52,2018-04-12,21941,rio de janeiro,RJ
156,2f3af8ee559ca3311975ba1ee20e94bc,shipped,2017-11-24 19:47:17,2017-11-24 22:59:07,2017-11-28 19:21:21,2017-12-15,22740,rio de janeiro,RJ
157,186ac860f8928db64590e1fdd744c9f5,shipped,2018-03-08 16:10:21,2018-03-08 16:56:03,2018-03-12 19:48:36,2018-03-28,38408,uberlandia,MG
158,92513c17b1e446ae2b162527361b595e,shipped,2018-07-14 14:01:18,2018-07-14 14:15:09,2018-07-16 15:22:00,2018-07-30,9070,santo andre,SP
159,2ee460773e708be4e0208745a3864b8c,shipped,2017-06-22 22:34:26,2017-06-22 22:50:09,2017-06-28 15:17:48,2017-08-07,65137,maioba,MA
